Risk_ID,Year,Company,Industry,Risk_Category,Risk_Type,AI_Adoption_Rate,Competitor_AI_Investment_USD_B,Market_Share_Change_Pct,Customer_Churn_Rate_Pct,Inventory_Turnover_Improvement_Pct,Likelihood_Score_1_9,Impact_Score_1_9,Probability_0_1,Financial_Impact_USD_M,Expected_Loss_USD_M,Risk_Priority,Outcome,Risk_Score
RE329,2021,Home Depot,Pharmacy,Compliance,Data Breach,0.49,9.74,-3.33,8.31,16.19,3,2,0.38,3534.0,1343.0,Low,Loss Realized,6
RE330,2018,Kroger,E-Commerce,Operational,Customer Attrition,0.2,23.44,-5.63,9.25,5.78,9,1,0.74,12206.0,9032.0,Low,Loss Avoided,9
RE331,2019,CVS,Pharmacy,Operational,Legacy Integration Failure,0.68,17.04,-1.43,11.52,24.31,9,2,0.2,8847.0,1769.0,Medium,Partial Loss,18
RE332,2018,Walmart,Retail,Financial,AI Model Failure,0.36,3.34,-1.46,9.73,16.51,7,2,0.4,3201.0,1280.0,Low,Loss Avoided,14
RE333,2023,Best Buy,E-Commerce,Competitive,Supply Chain Disruption,0.9,1.54,-3.91,9.4,15.34,3,9,0.36,3589.0,1292.0,Medium,Loss Avoided,27
RE334,2021,Kroger,Pharmacy,Financial,AI Model Failure,0.88,14.33,-4.34,1.75,3.88,9,6,0.44,9439.0,4153.0,High,Opportunity Captured,54
RE335,2022,Kroger,Consumer Electronics,Competitive,AI Model Failure,0.62,23.29,1.73,6.27,21.47,3,1,0.75,12458.0,9344.0,Low,Opportunity Captured,3
RE336,2022,Amazon,E-Commerce,Competitive,Regulatory Non-Compliance,0.2,21.18,-3.78,4.25,-2.14,9,2,0.49,6264.0,3069.0,Medium,Loss Realized,18
RE337,2020,Target,E-Commerce,Technology,Data Breach,0.65,17.06,-2.57,4.72,27.35,1,8,0.76,3912.0,2973.0,Low,Loss Realized,8
RE338,2024,Best Buy,Consumer Electronics,Reputational,Revenue Loss,0.17,3.91,-4.88,8.76,6.4,5,4,0.57,13012.0,7417.0,Medium,Partial Loss,20
RE339,2018,Home Depot,Grocery,Technology,Market Share Erosion,0.12,6.73,0.65,3.79,-0.53,1,2,0.36,10056.0,3620.0,Low,Partial Loss,2
RE340,2018,Amazon,Retail,Reputational,Revenue Loss,0.76,21.95,-3.63,5.12,10.48,9,1,0.78,6749.0,5264.0,Low,Opportunity Captured,9
RE341,2020,Home Depot,Grocery,Financial,AI Model Failure,0.27,4.98,-2.35,4.32,-3.51,5,2,0.26,7344.0,1909.0,Low,Partial Loss,10
RE342,2020,Amazon,Pharmacy,Reputational,Customer Attrition,0.4,7.32,-5.21,14.28,18.96,5,4,0.25,3104.0,776.0,Medium,Loss Avoided,20
RE343,2020,Amazon,Consumer Electronics,Financial,Supply Chain Disruption,0.88,3.68,2.86,14.23,26.59,9,1,0.5,9421.0,4710.0,Low,Loss Avoided,9
RE344,2021,Amazon,Grocery,Operational,Vendor Dependency,0.37,17.06,-4.79,9.54,24.3,9,6,0.28,5413.0,1516.0,High,Loss Realized,54
RE345,2023,Target,E-Commerce,Operational,Revenue Loss,0.34,23.63,0.48,13.94,-0.54,3,1,0.06,14935.0,896.0,Low,Loss Realized,3
RE346,2018,Amazon,Pharmacy,Reputational,AI Model Failure,0.83,7.09,-3.3,12.0,-0.58,9,6,0.63,7229.0,4554.0,High,Loss Avoided,54
RE347,2021,Costco,Pharmacy,Reputational,Supply Chain Disruption,0.19,12.15,-5.73,9.26,23.47,7,1,0.51,7314.0,3730.0,Low,Loss Avoided,7
RE348,2020,CVS,Grocery,Financial,Legacy Integration Failure,0.71,16.04,0.8,1.09,27.35,9,4,0.45,8509.0,3829.0,Medium,Loss Avoided,36
RE349,2018,Home Depot,Grocery,Technology,Data Breach,0.89,24.99,-4.33,11.82,11.12,7,4,0.92,13756.0,12656.0,Medium,Partial Loss,28
RE350,2021,Walmart,Consumer Electronics,Financial,Workforce Resistance,0.82,3.07,1.52,10.83,12.46,9,1,0.56,12022.0,6732.0,Low,Loss Realized,9
RE351,2023,Walgreens,Retail,Technology,Regulatory Non-Compliance,0.62,12.71,2.07,9.61,6.14,3,2,0.83,6794.0,5639.0,Low,Loss Avoided,6
RE352,2021,Best Buy,Grocery,Operational,Supply Chain Disruption,0.35,9.94,1.46,11.65,26.3,7,4,0.18,10795.0,1943.0,Medium,Loss Realized,28
RE353,2023,Dollar General,Grocery,Competitive,Customer Attrition,0.3,21.71,-7.61,8.18,17.57,1,6,0.56,8814.0,4936.0,Low,Loss Avoided,6
RE354,2020,Target,E-Commerce,Reputational,Customer Attrition,0.76,12.16,0.66,10.86,5.09,7,6,0.83,7411.0,6151.0,High,Partial Loss,42
RE355,2023,Walmart,Pharmacy,Technology,Supply Chain Disruption,0.8,3.22,-3.48,14.09,5.46,3,8,0.57,2925.0,1667.0,Medium,Loss Avoided,24
RE356,2018,Kroger,Retail,Financial,Customer Attrition,0.52,16.04,1.61,6.26,26.19,7,9,0.7,6986.0,4890.0,High,Opportunity Captured,63
RE357,2020,Costco,E-Commerce,Operational,Data Breach,0.3,19.38,-0.98,10.91,-4.52,9,9,0.38,3725.0,1416.0,High,Loss Realized,81
RE358,2018,Dollar General,Consumer Electronics,Technology,Customer Attrition,0.19,0.57,1.17,7.66,6.3,9,9,0.13,13727.0,1785.0,High,Loss Avoided,81
RE359,2022,Walgreens,Consumer Electronics,Financial,Revenue Loss,0.17,21.54,-2.51,10.44,14.4,3,6,0.46,5064.0,2329.0,Medium,Loss Avoided,18
RE360,2019,Walmart,Grocery,Reputational,Workforce Resistance,0.68,5.06,-2.11,11.68,0.19,5,8,0.41,14286.0,5857.0,High,Loss Avoided,40
RE361,2023,Dollar General,Grocery,Reputational,Customer Attrition,0.44,14.03,-6.41,1.64,-1.78,9,9,0.83,8019.0,6656.0,High,Partial Loss,81
RE362,2019,Walmart,Consumer Electronics,Compliance,Workforce Resistance,0.82,10.69,0.62,10.05,23.53,1,9,0.27,9492.0,2563.0,Low,Loss Avoided,9
RE363,2019,Costco,Grocery,Competitive,AI Model Failure,0.69,18.13,-3.39,4.17,26.3,3,1,0.92,8167.0,7514.0,Low,Partial Loss,3
RE364,2023,Walgreens,Retail,Compliance,Market Share Erosion,0.25,9.59,-2.5,10.38,23.83,7,1,0.91,1984.0,1805.0,Low,Loss Realized,7
RE365,2020,Kroger,Grocery,Operational,Data Breach,0.59,21.81,0.64,7.56,26.46,7,1,0.27,5669.0,1531.0,Low,Partial Loss,7
RE366,2022,Amazon,Pharmacy,Technology,Market Share Erosion,0.45,18.4,-1.41,11.83,14.36,1,2,0.36,1532.0,552.0,Low,Loss Realized,2
RE367,2018,Home Depot,Grocery,Operational,AI Model Failure,0.56,16.37,-5.79,2.73,23.43,9,9,0.86,9363.0,8052.0,High,Partial Loss,81
RE368,2021,Kroger,E-Commerce,Financial,Data Breach,0.69,20.01,-1.51,9.77,8.44,3,2,0.92,6731.0,6193.0,Low,Loss Avoided,6
RE369,2018,Amazon,Retail,Reputational,Supply Chain Disruption,0.74,18.97,-3.52,4.9,18.32,1,8,0.45,11681.0,5256.0,Low,Loss Avoided,8
RE370,2021,Target,E-Commerce,Compliance,Supply Chain Disruption,0.77,1.38,-2.84,12.94,29.61,9,6,0.34,3346.0,1138.0,High,Loss Avoided,54
RE371,2018,CVS,E-Commerce,Compliance,Workforce Resistance,0.3,10.17,-7.69,14.0,2.9,3,9,0.52,2510.0,1305.0,Medium,Opportunity Captured,27
RE372,2023,Best Buy,Pharmacy,Compliance,AI Model Failure,0.12,23.3,-5.69,14.95,8.65,7,6,0.67,6125.0,4104.0,High,Loss Realized,42
RE373,2022,Best Buy,Retail,Operational,Workforce Resistance,0.69,3.58,-4.91,12.14,11.8,3,1,0.3,13902.0,4171.0,Low,Loss Avoided,3
RE374,2021,Home Depot,Retail,Reputational,Regulatory Non-Compliance,0.19,18.56,-0.16,11.55,-0.17,5,9,0.71,10671.0,7576.0,High,Partial Loss,45
RE375,2024,Walgreens,Retail,Technology,Customer Attrition,0.35,24.38,-7.87,4.02,-2.16,3,4,0.1,6313.0,631.0,Low,Loss Avoided,12
RE376,2020,Costco,Retail,Financial,Vendor Dependency,0.1,1.78,-3.5,5.7,24.04,5,2,0.09,7783.0,700.0,Low,Loss Realized,10
RE377,2018,Walgreens,Retail,Technology,Regulatory Non-Compliance,0.65,17.21,2.16,7.52,29.19,3,2,0.4,1309.0,524.0,Low,Loss Avoided,6
RE378,2018,Costco,Pharmacy,Operational,Customer Attrition,0.23,11.97,-6.77,11.83,9.17,5,9,0.37,14769.0,5465.0,High,Loss Avoided,45
RE379,2021,Walgreens,Grocery,Financial,Data Breach,0.62,14.69,-2.32,13.81,-1.93,7,1,0.33,10013.0,3304.0,Low,Opportunity Captured,7
RE380,2020,CVS,E-Commerce,Compliance,Workforce Resistance,0.89,2.59,0.65,3.65,-2.7,9,2,0.49,4317.0,2115.0,Medium,Partial Loss,18
RE381,2020,Target,Retail,Competitive,Data Breach,0.16,1.55,2.37,13.91,26.2,5,1,0.34,8808.0,2995.0,Low,Loss Avoided,5
RE382,2023,Target,Grocery,Operational,Data Breach,0.16,16.84,0.21,10.74,11.23,5,8,0.22,1687.0,371.0,High,Opportunity Captured,40
RE383,2024,Amazon,Grocery,Operational,Customer Attrition,0.37,20.67,-0.07,9.55,6.2,7,6,0.33,14489.0,4781.0,High,Loss Avoided,42
RE384,2023,Dollar General,E-Commerce,Reputational,AI Model Failure,0.79,19.66,1.09,3.8,11.68,5,4,0.93,2663.0,2477.0,Medium,Loss Realized,20
RE385,2023,Target,Pharmacy,Technology,Customer Attrition,0.27,13.82,-3.09,1.78,6.14,1,6,0.42,9738.0,4090.0,Low,Loss Realized,6
RE386,2023,Target,Consumer Electronics,Operational,Legacy Integration Failure,0.39,2.95,0.86,8.96,12.12,7,6,0.45,3720.0,1674.0,High,Loss Avoided,42
RE387,2023,Kroger,Consumer Electronics,Operational,Supply Chain Disruption,0.15,17.36,-7.91,10.12,25.08,1,8,0.57,10778.0,6143.0,Low,Loss Realized,8
RE388,2023,Kroger,Grocery,Compliance,Supply Chain Disruption,0.71,6.43,2.17,3.95,15.73,7,2,0.94,11663.0,10963.0,Low,Opportunity Captured,14
RE389,2022,Amazon,E-Commerce,Compliance,Regulatory Non-Compliance,0.43,22.82,-3.12,8.79,19.31,5,4,0.27,10118.0,2732.0,Medium,Partial Loss,20
RE390,2020,Dollar General,Consumer Electronics,Financial,Supply Chain Disruption,0.71,21.04,-1.91,12.99,7.76,1,2,0.66,9237.0,6096.0,Low,Loss Realized,2
RE391,2023,Home Depot,Grocery,Competitive,Customer Attrition,0.82,17.88,-5.2,12.69,20.85,5,9,0.69,13392.0,9240.0,High,Loss Avoided,45
RE392,2020,Kroger,Pharmacy,Reputational,Revenue Loss,0.29,23.75,0.17,13.98,18.33,7,6,0.6,1225.0,735.0,High,Partial Loss,42
RE393,2020,Home Depot,Consumer Electronics,Competitive,Workforce Resistance,0.75,1.27,-7.16,6.12,-0.82,5,9,0.13,4997.0,650.0,High,Opportunity Captured,45
RE394,2019,Walmart,Grocery,Financial,Customer Attrition,0.15,18.54,1.6,5.45,15.04,1,1,0.66,3762.0,2483.0,Low,Partial Loss,1
RE395,2022,Kroger,Grocery,Compliance,Customer Attrition,0.82,8.59,1.11,11.49,3.99,1,6,0.11,14821.0,1630.0,Low,Loss Avoided,6
RE396,2023,CVS,Retail,Technology,Vendor Dependency,0.62,22.7,-5.62,7.04,23.14,5,2,0.59,5871.0,3464.0,Low,Partial Loss,10
RE397,2018,Dollar General,Pharmacy,Compliance,Workforce Resistance,0.8,7.03,0.9,2.23,9.91,3,6,0.72,11003.0,7922.0,Medium,Loss Avoided,18
RE398,2021,Amazon,Retail,Reputational,Legacy Integration Failure,0.1,18.26,0.65,4.96,29.81,7,1,0.24,10287.0,2469.0,Low,Loss Avoided,7
RE399,2024,Walmart,E-Commerce,Compliance,Supply Chain Disruption,0.24,22.0,-1.05,6.86,-1.76,7,8,0.81,3221.0,2609.0,High,Loss Realized,56
RE400,2018,Dollar General,Retail,Reputational,Workforce Resistance,0.41,1.52,-3.89,5.1,22.31,5,9,0.08,3623.0,290.0,High,Loss Realized,45
RE401,2022,CVS,Retail,Reputational,Supply Chain Disruption,0.4,10.24,-5.01,5.65,18.58,3,9,0.81,4255.0,3447.0,Medium,Loss Avoided,27
RE402,2021,Dollar General,Consumer Electronics,Reputational,Regulatory Non-Compliance,0.28,19.18,-5.45,5.11,21.86,1,2,0.46,6196.0,2850.0,Low,Loss Realized,2
RE403,2022,CVS,Grocery,Financial,Workforce Resistance,0.41,11.65,-4.5,1.58,5.76,9,6,0.25,3553.0,888.0,High,Loss Realized,54
RE404,2020,CVS,Pharmacy,Reputational,Supply Chain Disruption,0.2,7.05,1.94,9.92,12.22,9,2,0.17,344.0,58.0,Medium,Partial Loss,18
RE405,2021,Home Depot,Retail,Reputational,Legacy Integration Failure,0.43,5.89,-7.15,9.36,22.88,5,8,0.91,13197.0,12009.0,High,Loss Realized,40
RE406,2020,Walgreens,Pharmacy,Technology,Market Share Erosion,0.74,3.72,1.12,10.15,3.14,3,6,0.12,14486.0,1738.0,Medium,Loss Avoided,18
RE407,2018,Walmart,Retail,Competitive,Data Breach,0.48,21.5,-4.16,3.69,2.91,3,6,0.23,5156.0,1186.0,Medium,Loss Avoided,18
RE408,2018,Dollar General,E-Commerce,Operational,Data Breach,0.11,14.6,-2.26,5.14,14.29,7,2,0.36,5111.0,1840.0,Low,Opportunity Captured,14
RE409,2021,Costco,Retail,Competitive,Legacy Integration Failure,0.44,2.37,0.74,9.67,13.32,1,2,0.61,156.0,95.0,Low,Loss Avoided,2
RE410,2021,Walmart,Consumer Electronics,Reputational,Vendor Dependency,0.12,9.87,1.73,9.39,4.88,3,1,0.54,10220.0,5519.0,Low,Loss Realized,3
RE411,2023,Walgreens,Grocery,Technology,Market Share Erosion,0.87,9.51,-4.21,8.09,5.43,9,8,0.16,12390.0,1982.0,High,Loss Avoided,72
RE412,2022,Walmart,E-Commerce,Compliance,Regulatory Non-Compliance,0.2,4.95,-2.92,5.91,4.72,1,1,0.31,2242.0,695.0,Low,Partial Loss,1
RE413,2023,Target,Retail,Technology,Legacy Integration Failure,0.67,11.17,-3.44,13.78,22.0,1,9,0.26,2437.0,634.0,Low,Opportunity Captured,9
RE414,2022,Costco,Pharmacy,Reputational,Data Breach,0.88,8.64,-7.85,5.76,17.82,5,6,0.24,11862.0,2847.0,Medium,Loss Avoided,30
RE415,2023,Walgreens,E-Commerce,Technology,Data Breach,0.76,8.87,-4.74,7.38,24.13,3,2,0.42,9264.0,3891.0,Low,Loss Avoided,6
RE416,2020,Home Depot,E-Commerce,Technology,Data Breach,0.66,18.61,-2.95,10.49,29.14,5,6,0.68,721.0,490.0,Medium,Opportunity Captured,30
RE417,2021,Dollar General,Retail,Reputational,AI Model Failure,0.77,5.97,-3.48,8.6,11.6,3,6,0.25,9357.0,2339.0,Medium,Loss Realized,18
RE418,2018,Best Buy,E-Commerce,Financial,Legacy Integration Failure,0.89,16.23,-0.06,5.86,-2.67,7,4,0.38,4668.0,1774.0,Medium,Loss Avoided,28
RE419,2022,Walgreens,Pharmacy,Technology,Customer Attrition,0.6,14.48,-3.77,7.1,-3.32,5,9,0.4,5562.0,2225.0,High,Loss Avoided,45
RE420,2022,Amazon,E-Commerce,Operational,Regulatory Non-Compliance,0.55,14.42,-2.62,12.12,5.35,5,4,0.93,11557.0,10748.0,Medium,Loss Realized,20
RE421,2018,Dollar General,Pharmacy,Operational,Data Breach,0.6,16.74,-3.27,4.89,27.64,9,6,0.91,12173.0,11077.0,High,Loss Avoided,54
RE422,2023,Walgreens,Retail,Technology,Supply Chain Disruption,0.53,13.94,0.15,2.99,13.31,5,2,0.77,6035.0,4647.0,Low,Loss Realized,10
RE423,2022,Target,Grocery,Financial,Legacy Integration Failure,0.61,22.04,1.49,5.38,4.51,3,6,0.27,14210.0,3837.0,Medium,Loss Avoided,18
RE424,2024,Best Buy,E-Commerce,Compliance,AI Model Failure,0.46,17.05,-2.15,12.89,8.97,9,9,0.11,6127.0,674.0,High,Opportunity Captured,81
RE425,2020,Target,Grocery,Reputational,Legacy Integration Failure,0.27,13.9,0.68,2.25,15.95,5,4,0.34,11589.0,3940.0,Medium,Loss Realized,20
RE426,2021,Best Buy,Pharmacy,Operational,Regulatory Non-Compliance,0.2,20.83,-4.74,14.88,17.85,5,2,0.29,7284.0,2112.0,Low,Partial Loss,10
RE427,2018,Amazon,E-Commerce,Compliance,AI Model Failure,0.15,15.35,-2.04,8.57,0.39,7,6,0.51,13468.0,6869.0,High,Loss Realized,42
RE428,2021,Dollar General,Consumer Electronics,Technology,Regulatory Non-Compliance,0.31,7.63,-4.2,14.79,29.2,5,8,0.75,13621.0,10216.0,High,Loss Avoided,40
RE429,2024,Home Depot,Grocery,Compliance,Legacy Integration Failure,0.14,5.57,-3.44,14.15,14.07,1,9,0.82,1357.0,1113.0,Low,Loss Realized,9
RE430,2022,Target,E-Commerce,Competitive,Customer Attrition,0.55,4.23,0.06,7.34,-0.25,9,9,0.81,14051.0,11381.0,High,Opportunity Captured,81
RE431,2022,Target,Grocery,Operational,Regulatory Non-Compliance,0.33,22.54,1.7,3.78,26.28,1,8,0.37,12392.0,4585.0,Low,Partial Loss,8
RE432,2024,CVS,E-Commerce,Technology,AI Model Failure,0.76,17.9,-6.66,3.31,-2.39,9,6,0.67,11880.0,7960.0,High,Loss Avoided,54
RE433,2018,Best Buy,Retail,Reputational,AI Model Failure,0.16,23.47,-1.02,4.36,26.77,7,9,0.33,3054.0,1008.0,High,Partial Loss,63
RE434,2020,Kroger,Grocery,Financial,Regulatory Non-Compliance,0.28,15.28,-1.6,10.94,29.88,5,2,0.1,12087.0,1209.0,Low,Loss Avoided,10
RE435,2019,Dollar General,Consumer Electronics,Technology,Revenue Loss,0.68,12.1,-6.7,4.82,19.52,5,6,0.68,12759.0,8676.0,Medium,Opportunity Captured,30
RE436,2018,Best Buy,Consumer Electronics,Reputational,Legacy Integration Failure,0.58,1.96,-5.67,5.78,21.97,5,6,0.06,4373.0,262.0,Medium,Partial Loss,30
RE437,2019,CVS,Pharmacy,Financial,Revenue Loss,0.15,16.96,-4.58,7.28,6.81,9,4,0.42,14286.0,6000.0,Medium,Opportunity Captured,36
RE438,2024,Walmart,E-Commerce,Financial,Vendor Dependency,0.8,14.76,-6.16,13.79,27.96,5,9,0.35,795.0,278.0,High,Loss Avoided,45
RE439,2023,Best Buy,Grocery,Technology,Legacy Integration Failure,0.8,24.76,-5.32,3.65,13.54,1,9,0.67,2291.0,1535.0,Low,Loss Realized,9
RE440,2019,Home Depot,Pharmacy,Compliance,Regulatory Non-Compliance,0.36,6.36,-5.06,1.07,20.63,5,8,0.74,8087.0,5984.0,High,Loss Avoided,40
RE441,2020,Dollar General,Grocery,Compliance,Market Share Erosion,0.37,13.5,-4.31,1.84,27.34,7,4,0.32,8658.0,2771.0,Medium,Loss Realized,28
RE442,2023,CVS,E-Commerce,Financial,Regulatory Non-Compliance,0.89,16.45,0.24,13.67,29.13,1,4,0.78,9695.0,7562.0,Low,Loss Avoided,4
RE443,2019,Walmart,Consumer Electronics,Compliance,Revenue Loss,0.6,16.29,-1.71,10.07,24.16,5,9,0.31,304.0,94.0,High,Loss Avoided,45
RE444,2024,Costco,Retail,Competitive,Customer Attrition,0.53,14.25,2.85,4.82,5.61,5,6,0.45,14407.0,6483.0,Medium,Loss Avoided,30
RE445,2023,CVS,Consumer Electronics,Financial,Regulatory Non-Compliance,0.77,19.53,-3.44,3.48,28.83,3,4,0.7,717.0,502.0,Low,Loss Realized,12
RE446,2024,Costco,Pharmacy,Financial,Regulatory Non-Compliance,0.33,5.52,0.29,5.12,16.98,9,8,0.67,2189.0,1467.0,High,Loss Realized,72
RE447,2019,Dollar General,Retail,Reputational,Customer Attrition,0.44,18.28,1.59,2.61,27.57,1,4,0.94,260.0,244.0,Low,Loss Avoided,4
RE448,2024,Target,Pharmacy,Compliance,Regulatory Non-Compliance,0.31,15.68,-0.53,14.18,18.66,3,8,0.25,8525.0,2131.0,Medium,Opportunity Captured,24
RE449,2020,CVS,E-Commerce,Financial,Data Breach,0.73,22.45,-3.47,11.98,5.75,7,4,0.65,13987.0,9092.0,Medium,Loss Avoided,28
RE450,2019,Amazon,Retail,Competitive,Market Share Erosion,0.56,21.26,0.29,7.47,7.95,9,8,0.6,10006.0,6004.0,High,Loss Avoided,72
RE451,2019,Costco,Pharmacy,Reputational,Supply Chain Disruption,0.63,8.22,-5.76,13.11,14.27,1,4,0.87,12349.0,10744.0,Low,Partial Loss,4
RE452,2019,Home Depot,E-Commerce,Technology,Market Share Erosion,0.3,7.27,-4.4,4.49,22.65,5,4,0.19,249.0,47.0,Medium,Loss Avoided,20
RE453,2018,Amazon,Consumer Electronics,Financial,Regulatory Non-Compliance,0.28,24.55,-1.99,11.04,6.13,1,2,0.73,8153.0,5952.0,Low,Loss Realized,2
RE454,2018,Walgreens,E-Commerce,Competitive,Data Breach,0.49,13.42,-1.67,12.99,15.29,5,8,0.56,6920.0,3875.0,High,Loss Avoided,40
RE455,2018,Walgreens,Grocery,Operational,Legacy Integration Failure,0.69,22.71,-7.76,5.99,7.1,9,8,0.3,7510.0,2253.0,High,Loss Realized,72
RE456,2020,Walmart,E-Commerce,Competitive,Regulatory Non-Compliance,0.52,4.52,2.4,11.6,23.55,5,8,0.48,1130.0,542.0,High,Opportunity Captured,40
RE457,2023,Target,E-Commerce,Competitive,Revenue Loss,0.13,16.25,-0.34,5.13,11.34,7,1,0.35,10282.0,3599.0,Low,Loss Realized,7
RE458,2024,Dollar General,Grocery,Reputational,Data Breach,0.79,20.34,-2.55,5.18,-2.31,5,4,0.57,7573.0,4317.0,Medium,Loss Avoided,20
RE459,2022,CVS,Pharmacy,Technology,Customer Attrition,0.15,23.71,2.26,2.5,0.81,7,8,0.85,11489.0,9766.0,High,Loss Realized,56
RE460,2019,Kroger,Pharmacy,Operational,Data Breach,0.86,8.76,-3.17,7.16,-2.86,9,9,0.56,7305.0,4091.0,High,Loss Realized,81
RE461,2024,Home Depot,E-Commerce,Compliance,Customer Attrition,0.12,18.26,2.78,11.22,12.48,9,1,0.62,2283.0,1415.0,Low,Partial Loss,9
RE462,2019,Costco,Grocery,Compliance,Vendor Dependency,0.66,13.7,-2.36,14.16,-1.28,1,2,0.52,9741.0,5065.0,Low,Loss Realized,2
RE463,2020,Dollar General,Grocery,Competitive,Supply Chain Disruption,0.17,1.99,-6.74,9.45,-1.01,7,8,0.1,2627.0,263.0,High,Loss Realized,56
RE464,2019,Amazon,Consumer Electronics,Reputational,Workforce Resistance,0.83,17.4,0.41,13.08,27.94,7,8,0.26,13092.0,3404.0,High,Loss Avoided,56
RE465,2018,Walgreens,Pharmacy,Reputational,Data Breach,0.47,17.41,-0.53,12.51,25.54,3,1,0.49,9216.0,4516.0,Low,Loss Realized,3
RE466,2022,Home Depot,Retail,Compliance,AI Model Failure,0.21,23.3,0.5,3.43,10.82,3,4,0.33,2400.0,792.0,Low,Loss Realized,12
RE467,2021,Kroger,Pharmacy,Operational,Revenue Loss,0.37,12.68,2.47,7.8,29.5,3,9,0.21,14437.0,3032.0,Medium,Partial Loss,27
RE468,2019,CVS,Pharmacy,Technology,Regulatory Non-Compliance,0.23,6.14,0.54,2.64,-4.99,5,2,0.5,7800.0,3900.0,Low,Partial Loss,10
RE469,2024,Walmart,Consumer Electronics,Operational,Revenue Loss,0.24,1.59,-1.28,10.55,16.49,3,8,0.34,1140.0,388.0,Medium,Opportunity Captured,24
RE470,2018,Kroger,Retail,Financial,Market Share Erosion,0.86,10.68,1.43,14.3,16.57,7,4,0.28,9421.0,2638.0,Medium,Partial Loss,28
RE471,2021,Home Depot,Consumer Electronics,Financial,Workforce Resistance,0.46,7.9,-0.59,2.92,11.01,5,9,0.47,3835.0,1802.0,High,Loss Avoided,45
RE472,2022,Kroger,Retail,Technology,Market Share Erosion,0.73,19.15,-3.51,11.27,8.89,9,9,0.17,12065.0,2051.0,High,Loss Realized,81
RE473,2021,Home Depot,E-Commerce,Compliance,Vendor Dependency,0.61,9.18,1.74,9.85,10.94,1,2,0.88,12276.0,10803.0,Low,Partial Loss,2
RE474,2018,Home Depot,Retail,Technology,Workforce Resistance,0.64,23.75,-5.56,9.17,9.52,3,6,0.83,14685.0,12189.0,Medium,Partial Loss,18
RE475,2023,Best Buy,Consumer Electronics,Reputational,Workforce Resistance,0.21,24.08,-0.14,6.46,20.57,9,9,0.69,7553.0,5212.0,High,Partial Loss,81
RE476,2023,Costco,Pharmacy,Financial,Market Share Erosion,0.29,15.71,1.7,5.97,-0.26,7,6,0.15,6852.0,1028.0,High,Loss Avoided,42
RE477,2021,Walgreens,Retail,Competitive,Customer Attrition,0.73,23.25,0.04,1.63,1.92,1,9,0.75,11314.0,8486.0,Low,Loss Realized,9
RE478,2020,Best Buy,Retail,Competitive,Market Share Erosion,0.88,19.14,-0.33,4.05,1.32,9,2,0.78,2030.0,1583.0,Medium,Partial Loss,18
RE479,2024,CVS,Grocery,Compliance,Revenue Loss,0.31,13.9,0.28,1.21,4.19,1,1,0.74,8226.0,6087.0,Low,Partial Loss,1
RE480,2024,Best Buy,Pharmacy,Reputational,Customer Attrition,0.32,4.92,-2.88,9.14,13.38,3,2,0.15,8216.0,1232.0,Low,Opportunity Captured,6
RE481,2021,Target,E-Commerce,Operational,Revenue Loss,0.48,11.74,1.62,2.48,-1.11,7,2,0.63,1388.0,874.0,Low,Loss Realized,14
RE482,2019,Target,Consumer Electronics,Reputational,Vendor Dependency,0.89,14.24,-5.76,13.22,25.39,1,1,0.8,6299.0,5039.0,Low,Loss Realized,1
RE483,2019,Walgreens,E-Commerce,Competitive,Regulatory Non-Compliance,0.32,21.67,-6.6,8.32,5.41,9,1,0.57,12807.0,7300.0,Low,Loss Realized,9
RE484,2024,Kroger,Pharmacy,Competitive,Legacy Integration Failure,0.43,12.29,-4.86,10.8,0.69,3,4,0.63,12849.0,8095.0,Low,Partial Loss,12
RE485,2024,Costco,Retail,Financial,Customer Attrition,0.81,22.49,-2.15,6.75,18.65,3,9,0.46,1534.0,706.0,Medium,Loss Realized,27
RE486,2023,Walgreens,Retail,Reputational,Vendor Dependency,0.1,17.02,-2.38,8.85,-3.67,9,4,0.53,1406.0,745.0,Medium,Loss Realized,36
RE487,2020,Home Depot,Pharmacy,Reputational,AI Model Failure,0.13,3.86,1.03,14.2,16.7,9,1,0.08,3977.0,318.0,Low,Opportunity Captured,9
RE488,2018,Amazon,Retail,Competitive,Vendor Dependency,0.58,24.88,-3.55,2.16,19.44,1,6,0.63,13128.0,8271.0,Low,Loss Realized,6
RE489,2019,Costco,Retail,Operational,Market Share Erosion,0.83,13.42,-2.67,4.56,2.52,5,6,0.12,1977.0,237.0,Medium,Partial Loss,30
RE490,2024,Costco,Retail,Compliance,Market Share Erosion,0.29,10.1,-7.85,11.92,-3.53,3,2,0.44,10814.0,4758.0,Low,Loss Avoided,6
RE491,2023,Home Depot,Consumer Electronics,Compliance,Legacy Integration Failure,0.48,16.65,-3.49,2.38,7.73,1,8,0.31,1562.0,484.0,Low,Partial Loss,8
RE492,2022,Home Depot,Consumer Electronics,Reputational,Vendor Dependency,0.46,3.17,-0.87,2.06,-1.55,9,2,0.54,9366.0,5058.0,Medium,Loss Avoided,18
RE493,2023,Walmart,Grocery,Compliance,Supply Chain Disruption,0.48,16.1,-7.83,6.06,-0.92,1,2,0.17,5373.0,913.0,Low,Opportunity Captured,2
